Article Title,Comment
 Article Title: القضاء ينتصر لزبائن بشأن إغلاق حسابات بنكية واستخلاص مبالغ غير مستحقة,رغم أنني قفلت حسابي البنكي .وبعد مرور الوقت تراكمت علي 1560 درهم . نعم أديتها للبنك ضلما وعدونا .
 Article Title: القضاء ينتصر لزبائن بشأن إغلاق حسابات بنكية واستخلاص مبالغ غير مستحقة,ليست لدينا مواصفات للعمل بمنطق التحرير أو أساليب العولمة . تناقض صارخ بين الخطاب و الممارسة و ما بالكم عن الإحتكار و تضارب المصالح كتمثبلية في حماة المستهلك و ممثل معين في مجلس . مفارقات غائبة لكن غفلة تابى إلا ان تظهرها . عموما تعليقنا وقع سواء ظهر ام حجب قد صدر.
 Article Title: القضاء ينتصر لزبائن بشأن إغلاق حسابات بنكية واستخلاص مبالغ غير مستحقة,و هل يوما دهبنا الي البنك من أجل الاستفسار؟؟ بالطبع لا ثم لا : حاول بنك اتعامل معه بفرض اقتطاعات التأمين، لكن حينما رفضت ، و بسرعة لم يعد هناك الا مستحقات البنك : لابد من تتبع حالتك البنكية، و الحمد لله الامور الان أصبحت سهلة، الا لمن لا يريد الحساب الرقمي مجاني يعطيك كل ما جد في حسابك ، و حينما ترى خللا الاتصال مباشرة او الدهاب الي البنك و ستجد ادانا صاغية : لابد لنا جميعا ان نتحد في كلما يفيد وطننا :مساعدة الرجال النزهاء، لأن لا أحد لا يخطأ ، و نوقف المتلاعبين عند حدهم، ليس ب الشتم و السب ، ابدا لا : الدخول عند الرئيس، و هناك رئيس فوقه، و لكن انا على يقين ان مشكل التواصل هو من يخلق هذه المشاكل
 Article Title: القضاء ينتصر لزبائن بشأن إغلاق حسابات بنكية واستخلاص مبالغ غير مستحقة,لا اعمم ولكن اغلب الابناك ينهبون الزبائن بدون حقالحساب اذا لم يستعمل من طرف صاحبه لمدة 6 اشهر يجب اغلاقه اطوماتيكيا… ولكنهم يستمرون في زيادة المصاريف علي الزبون بدون حق… لهاذا يجب الاتجاه الى القضاء…والحمد لله العدالة نزيهة وتنتصر للمظلوم…
 Article Title: القضاء ينتصر لزبائن بشأن إغلاق حسابات بنكية واستخلاص مبالغ غير مستحقة,القانون واضح تماما.كل حساب لا يتحرك لمدة معينة يغلق تلقائيا من طرف البنك. والغريب ان بعض الزبائن طلب غلق حسابه وسلمت له نسخة من اشعار الاغلاق وبعد مدة توصل ياشعار يطالب فيه بادء مبلغ يتعلق بمصاريف مسك الحساب. ولولا توفره على اشعار الغلق لكان ملزما بالاداء ظلما ونصبا… يستغرب الانسان لما يجد البنك يستعمل وسائل الاحتيال والمفروض فيه ان يكون امينا.
 Article Title: القضاء ينتصر لزبائن بشأن إغلاق حسابات بنكية واستخلاص مبالغ غير مستحقة,البنك يخدم لك بفلوسك وفلوس عمالنا في الخارج في الدول الافريقية ، وتمويل المشاريع العقارية والصناعية الضخمة باموال الناس، ولا يعطيهم سنتيم من اموالهم التي يستخدمها، و على العكس من ذلك يأخذ عمولة على المعاملات بين الابناك، وعند اي نشاط داخل التطبيق او داخل البنك او باستخدام صناديق السحب، واذا اردت اغلاق حسابك يمنعك من ذلك و يفرض عليك رسوم وفوائد وغرامات، ويعمل بمبدأ j+1 و j-1 لاخد اموال الناس دون الشرح لهم، الخلاصة طالع واكل نازل واكل
 Article Title: القضاء ينتصر لزبائن بشأن إغلاق حسابات بنكية واستخلاص مبالغ غير مستحقة,بعض الابناك وللاسف داءما تلتهم من حسابات الزباءن في حالة وجود رصيد.وفي حالة بدون رصيد تبقى كدلك تحسب زيادات دون توقف ولو ان الزبون لم يعد يستعمل دلك الحساب لمدة لسبب من الاسباب كالتوقف عن العمل او او ….هدا هو السبب في عزوف الناس عن استعمال الابناك وتفضيل الاحتفاظ بنقوده في المنزل او غيره وبالتالي التعامل بالكاش بدل الدفع بالشيك او ما شابه.
 Article Title: القضاء ينتصر لزبائن بشأن إغلاق حسابات بنكية واستخلاص مبالغ غير مستحقة,اناخلصت 3500dh قلولي كنسلوهلك .وكنت سديت لحسب وهما لمسدوهش.دعهم الله
" Article Title: ""المالية"" تدقق في اختلالات استخلاص ""غرامات تأخير"" خلال تدبير صفقات عمومية",النسيج المقاولاتي في قطاع البناء والأشغال العمومية يلزمه اعادة نظر عميقة، المقاول المغربي تنقصه الجدية والأخلاقيات وأحد الأدلة على ذالك هيمنة مقاولات إفرنجية الهوية ظلماً على القطاع، والمرجو تكثيف مثل هته الإجراءات الإفتحاصية لكشف اللوبيات ومحاصرة سماسرة الصفقات العمومية املا في الرقي بممارسات تدبير المشاريع وانبعاث جيل جديد من المقاولين في مستوى التحديات وتطلعات المغاربة ..
" Article Title: ""المالية"" تدقق في اختلالات استخلاص ""غرامات تأخير"" خلال تدبير صفقات عمومية",وشهد شاهد من اهلها.الإدارة تجد الاعذار لمن تريد متى تريد هناك مجموعة من المشاريع التي التعاقد مع مقاولات تم تصنيفها في دراجة اعلى بكثير من تصنيفها الائتماني و تحصل على مناقصات تفوق طاقتها الحقيقة (مع الدليل و البرهان) .تبادر الى دهني مثال مقاول دخل في منازعات مع الإدارة حول مشروع غرفة الصناعة التقليدية وفي نفس السنة شارك في مناقصة همت بناء المسرح البلادي غياثة وحصل على المشروع و كالعادة اعلن افلاسه دون آي مركب نقص … نفس المسؤول الذي يتفاض معه عن الفشل الاول هو من صادق على الصفقة التانية.
" Article Title: ""المالية"" تدقق في اختلالات استخلاص ""غرامات تأخير"" خلال تدبير صفقات عمومية",من بين المشاريع المغشوشة والتي لم تر الوجود هي المحطة الطرقية لمدينة الجديدة. التي أنجزت ميزانية خيالية وعلى أرض صغيرة ليست الأرض المعينة لها في بداية المشروع وهي لا تحترم معايير محطة طرقية. لقد تلاعب رئيس مجلس البلدي لمدينة الجديدة السيد بن ربيعة واعوانه بالأرض والميزانية المحولة للمحطة. والي يومنا هذا لم تفتح لان فيها خلل فضيع.يجب محاسبة كل المسؤولين على المشروع بما فيهم رئيس مجلس البلدي بن ربيعة الذي ينتمي لحزب الاستقلال.
" Article Title: ""المالية"" تدقق في اختلالات استخلاص ""غرامات تأخير"" خلال تدبير صفقات عمومية",لا يمر الاسبوع دون الحديث عن الاختلاسات والنهب والصفقات العمومية المشبوهة . فالى متى سيستمر هذا الوضع المخيف…لابد من وضع حد لهذا النزيف الذي يعرقل اي تقدم للبلاد.
" Article Title: ""المالية"" تدقق في اختلالات استخلاص ""غرامات تأخير"" خلال تدبير صفقات عمومية",جدتي عمرها68 عاما ليس لها معين و ليس لها تغطية اجتماعية و ليس لها تقاعد كانت تتوفر على راميد استغلته لاجراء عملية الجلالة….في شهر يناير و فبراير توصلت بمبلغ500درهم و ابتداء من شهر مارس تم حرمانها من الدعم بداعي ارتفاع المؤشر لانها عبات 20درهم في الهاتف و الان لا راميد لا دعم و لا حول و لا قوة الا بالله….
" Article Title: الزيادات الجديدة في أسعار ""البوطاغاز"" تستنفر مهنيي المقاهي والمطاعم",اصلا المقاهي عاد زادو فالتمن راه دبا حتى المجالاات اللي متتستعملش فيها البوطا زادو فالتمن بحال السيما الحديد الافرشة كلشي تزاد فالتمن والسبب بوطا تانيا شنو مصير الاسر اللي ماخداش الدعم بسبب المؤشر شنو مصري الافااد كبار السن والمعاقين الارامل والاشخاص غير المتزوجين ولا عائلة لهم وفقراء او مرضى او معاقين والمؤشر عندهوم طالع ؟
" Article Title: الزيادات الجديدة في أسعار ""البوطاغاز"" تستنفر مهنيي المقاهي والمطاعم",إلى كان غير القهاوي غير زيدو مع راستكمالبشر بدل من ان يكون نافعا يقضي وقته اليوم كامل في المقهى
" Article Title: الزيادات الجديدة في أسعار ""البوطاغاز"" تستنفر مهنيي المقاهي والمطاعم",إوا فكها يمن وحلها الزيادة في البوطة تخلي وراها العافية شاعلة في جميع المواد الغذائية الله ياخذ فيكم الحقخودو العبرة من الرئيس الايراني ومسؤولين معاه في الحكومة راحو ضحية حادث الطائرة التي سقطت بهمالله ياخذ فيكم الحق
" Article Title: الزيادات الجديدة في أسعار ""البوطاغاز"" تستنفر مهنيي المقاهي والمطاعم",ان تجرأت الحكومة على الزيادة في مادة اساسية وبدون رضى ولا مراعاة للوضع الاجتماعي المتردي، فاين كرامة المواطن في جودة الصحة التعليم القضاء مراقبة المال العام ووو .اظن اننا نسير في اتجاه حاجز مسدود
" Article Title: الزيادات الجديدة في أسعار ""البوطاغاز"" تستنفر مهنيي المقاهي والمطاعم",جا الوقت باش نقولو الاحفاد “في وقتنا كانت القهوة غا 7 دراهم والبوطة غير 40 درهم “
" Article Title: الزيادات الجديدة في أسعار ""البوطاغاز"" تستنفر مهنيي المقاهي والمطاعم",اختيار وقت غير مناسب .كان على حكومة أخنوش أن تتنظر حتى يمر عيد الأضحى المبارك لان الشعب في حيرة من أمره مع الغلاء الفاحش في كل الأسعار.اللهم الطف بنا في ما جرت به المقادير.
" Article Title: الزيادات الجديدة في أسعار ""البوطاغاز"" تستنفر مهنيي المقاهي والمطاعم",واش أصحاب المقاهي والمطاعم والمخابز وكل من يستعمل الغاز يعلمون ثمن الغاز في المانيا فرنسا وأسعار المانيا وفرنسا مقارنات مع المغرب اسعار القهوة في المغرب تقارب أسعارها في أوروبا بل العديد من المقاهي في مراكش طنجة الدارالبيضاء المطارات في المغرب اكثر من ثمن القهوة في باريس وفرانكفورت ثمن القهوة في خمس نجوم فنادق الشانزيليزي والشوارع المرتبطة به 5يورو و3.50 كاملة قهوة في المغرب هناك مقاهي غير مصنفة من 30الى 70درهم
" Article Title: الزيادات الجديدة في أسعار ""البوطاغاز"" تستنفر مهنيي المقاهي والمطاعم",توقيت جد سيء للزيادة…الغلاء هلك المواطنين…اللحم فاق 130 درهم للكيلو…زيت الزيتون 110 درهم…المازوط 13 درهم…كارثة…الشعب يعاني…الطبقة المتوسطة عاجزة عن أكل اللحم…الغلاء في كل شيء وفي أي شيء…هذه الزيادة سيكون لها أثر خطير…
" Article Title: الزيادات الجديدة في أسعار ""البوطاغاز"" تستنفر مهنيي المقاهي والمطاعم",لبوطا توصل حتال 100 درهم و دايزا ، حيت قليل باش كنبدلوها
" Article Title: الزيادات الجديدة في أسعار ""البوطاغاز"" تستنفر مهنيي المقاهي والمطاعم",ياربي السلاما هاهوما قالو وجدنا الغاز في العرائش أوزادونا فالبوطا عاوتاني إلى لقاو البترول إيزيدو لينا فالمازوط الله إلطف بينا
" Article Title: الزيادات الجديدة في أسعار ""البوطاغاز"" تستنفر مهنيي المقاهي والمطاعم",زيادة 10 دراهم في ثمن قنينة غاز يعني زيادة 25 في المائة يعني زيادة في قيمة الخضر و الفواكه نسبتها 25 في المائة يعني من يشتري قفة أسبوعية ب200 درهم سترتفع إلى 250 درهم وهكذااذن هناك تأثير على غالبية القطاعات الغدائيةالمشكلة الكبرى عند نهاية هذه الزيادات يعني حينما يصل ثمن القنينة 100 درهم حينها نسأل الله اللطف
" Article Title: الزيادات الجديدة في أسعار ""البوطاغاز"" تستنفر مهنيي المقاهي والمطاعم",الأفرنة والمقلهي والفنادق والضيعات ومصانع تدويب المعادن خاصة المسروقة كلها تستعمل العشرات من قنينات الغاز المدعم. فاعرف بعض الوحدات الإنتاجية للخبز تستقبل شاحنة قنينات كل أسبوعين والحي كله يستهلك شاحنة في الشهر.
" Article Title: الزيادات الجديدة في أسعار ""البوطاغاز"" تستنفر مهنيي المقاهي والمطاعم",الزيادات الجنونية و الغير المبررة في أجور الموظفين ستكون قاتلة لبقية الشعب المغربيأجور الموظفين العالية و مشكل صندوق المقاصة تقتل الشعب
" Article Title: الزيادات الجديدة في أسعار ""البوطاغاز"" تستنفر مهنيي المقاهي والمطاعم",بوطة ممكن تخرجو منها 1000 كاس قهوة و500 براد،،،،عشرة دراهم مشكيل بالنسبة اليكم؟؟؟؟بغيتو كلشي على ظهر الزيتون ،،ادن زيدو عليه 10 فرنك
" Article Title: الزيادات الجديدة في أسعار ""البوطاغاز"" تستنفر مهنيي المقاهي والمطاعم",ملي عقلت على راسي و أنا تا نسمع المغرب اكتشف الغاز اكتشف البترول و ليوم تأكدت..المغرب اكتشف كيفية سحق الفقراء
" Article Title: الزيادات الجديدة في أسعار ""البوطاغاز"" تستنفر مهنيي المقاهي والمطاعم",زيادة في قنينة الغاز واش 40 درهم أو 12 درهم هاد النهار. البقالة كيبيعوها ب 52 درهم
" Article Title: الزيادات الجديدة في أسعار ""البوطاغاز"" تستنفر مهنيي المقاهي والمطاعم",إن الزيادة في غاز البوتان ستعقبه زيادة في كل ما يستهلكه المواطن..المقاهي المطاعم المخابز..وهلمجرا..سيضيف هؤلاء زيادية في منتوجاتهم بأضعاف مضاعفة..و بالتالي نسمي هذا ( زيد الشحمة فظهر المعلوف ) و المواطن هو الخاسر الأكبر.. أما الحكومة في حديثها عن الدعم و زيادة الأجور..فهي تضحك على المغاربة..و تعتقد أننا بلهاء.. ألا تبا لكم أينما كنتم..فالمواطنة بعيدة عنكم..
" Article Title: الزيادات الجديدة في أسعار ""البوطاغاز"" تستنفر مهنيي المقاهي والمطاعم",هاذو راه حماقو …. في الأصل إنهم غير مرخصين باستعمال الغاز و خاصة البوتان و يجب محاسبتهم عن كل الغاز الذي استعملوه بدون وجه حق
" Article Title: الزيادات الجديدة في أسعار ""البوطاغاز"" تستنفر مهنيي المقاهي والمطاعم",حتى كاسكروط للدرويش تزادت فيه 2 دراهم والسبب قالك البوطة تزادت المصيبة اغلب الفقراء ما شدوش الدع بسبب المؤشر الملعون
" Article Title: الزيادات الجديدة في أسعار ""البوطاغاز"" تستنفر مهنيي المقاهي والمطاعم",حتى بائع الدجاج زاد ثمن ” الترياش” ب 50سنتيم . و لما سألناه قال: ” نمشيت نجيب البوطا ، قالي مول الحانوت زيد 11 درهم “.
" Article Title: الزيادات الجديدة في أسعار ""البوطاغاز"" تستنفر مهنيي المقاهي والمطاعم",من اليوم درت كروا حمرا على الجلوس في المقاهي وقررت أن نوفر المصروفات ديال المقهى التي تبلغ في الشهر أكثر من خمسة مائة درهم لضو والماء والبوطاغاز ونبينا عليه السلام
" Article Title: الزيادات الجديدة في أسعار ""البوطاغاز"" تستنفر مهنيي المقاهي والمطاعم",ادا رجعنا حسبات المقاهي والمطاعيم فسنجد انهم هم المستغلين لدعم المقصة فالمقها تستعمل قنينة اسبوعياالمطاعم ثلاتة قنيناة لكن هل يسالون على الدخل الصفي هل هناك مراقبة الاسعارهل هناك معاملات بالفتورة التي تكشف الاتمنة والتحصل الضرائبي للمقهي والمطاعيم يستغلون المستهلك والدخل الضرائب ويغطون الشمس بالغربال
" Article Title: الزيادات الجديدة في أسعار ""البوطاغاز"" تستنفر مهنيي المقاهي والمطاعم","يا شعب التكلاخ الزيادة مست الشركات والضيعات الفلاحية التي تستفيد من الدعم المخصص اصلا للفقراء المتضررين هو من يستهلك عشرين وتلاثين بوطة في اليوم وليس انت الذي تستعمل بوطة ونصف على اكبر تقدير في الشهر اذا احتسبت هاته الزيادة ستجده 0,30سنتيم في اليوم يعني سيجارة واحدة اذا لم تدخنها تكفيك لسد زيادة ستة أيام الزيادة هي ثمن عشرة سجائر انتم تساعدون الاغنياء مصاصي الدماء من الاستفاذة من أموال الدعم الذي يجب أن تستفيد منها انت يا لمكالخ هل فكر فيكم أصحاب المقاهي والمطاعم والفلاحين الكبار وقالوا انهم يستفيدون من دعم البوطة في الزيادة في منتوجهم"
" Article Title: الزيادات الجديدة في أسعار ""البوطاغاز"" تستنفر مهنيي المقاهي والمطاعم",كان على الحكومة ان تأجل هذه الزيادات التي ألفها المواطن البسيط حتى تتوصل الشغيلة بالزيادة التي وعدت بها الحكومة ابتداءا من شهر يوليوز
" Article Title: الزيادات الجديدة في أسعار ""البوطاغاز"" تستنفر مهنيي المقاهي والمطاعم",نحن المتقاعدون نقول كما قالوا من آمن من بني إسرائيل لفرعون لما هدد حياتهم : فاضي ما انت قاض فإنما تقضى هذه الحيات الدنيا
" Article Title: الزيادات الجديدة في أسعار ""البوطاغاز"" تستنفر مهنيي المقاهي والمطاعم",شكرا للحكومة شكرا الشعب يستحق ما هو اكثر اتمنى إصلاحات اخرى تهن الرفع من الضرائب و من ثمن الناء و الكهرباء و الدقيق….اخرجوا مز اجل غزة
" Article Title: الزيادات الجديدة في أسعار ""البوطاغاز"" تستنفر مهنيي المقاهي والمطاعم",هذه الزيادة ستؤثر كذلك في أسعار الخضر و الفواكه لأنهم يستعملون البوطان في مضخات السقي و الزيادة ستطال أصحاب المخابز و مقاهي الإفطار من مسمن و حرشة… الزيادات أخرى في السر لكن لا أحد يتجرأ عن الكلام و حتى ذلك المواطن البسيط فهو سعيد بالدعم 500درهم.
" Article Title: الزيادات الجديدة في أسعار ""البوطاغاز"" تستنفر مهنيي المقاهي والمطاعم",يبدو أن الحكومة الحالية هدفها الأسمى هو الوصول الا أكبر نسبة للفقراء منذ عهود و هذا سيكون بمثابة إنجاز يحسب لها و لا يجب أن ننسي أن رئيس الحكومة قد سبق و أعلن أنه سيعيد تربية المغاربة بعد حملة المقاطعة التي كانت ناجحة مئة في المئة
" Article Title: الزيادات الجديدة في أسعار ""البوطاغاز"" تستنفر مهنيي المقاهي والمطاعم",في الحقيقة زيادة 10 درهم في البوطا. قليلة ..وهي فرصة لمستعملي البوطا في الأعمال التي تدر دخلا ان يرفعوا من الاسعار و بالتالي ستتضاعف ارباحهم
" Article Title: الزيادات الجديدة في أسعار ""البوطاغاز"" تستنفر مهنيي المقاهي والمطاعم",الزيادات تستنفر اصحاب المقاهي.ا ي تجعلهم ينفخون في النفير ، بدل ان يضيفوا 10 دراهم لمول الحانوت، فهل انا الذي قلت لهم صوتوا على نوش وقبيلة التجمع ومن والاهم !؟
" Article Title: الزيادات الجديدة في أسعار ""البوطاغاز"" تستنفر مهنيي المقاهي والمطاعم",ابتعدوا عن المقاهي وكونوا انفسكم عقليا وجسمانيا بممارسة الرياضة والبحث عن هوايات تنفعكم وقرأة الكتب أو ممارسة رياضة المشي في مجموعات والقيام بنزهات كل هذا يساعدكم على تجنب الإكتائب وكذلك هدر الوقت والمال .
" Article Title: الزيادات الجديدة في أسعار ""البوطاغاز"" تستنفر مهنيي المقاهي والمطاعم",اتمنى من اصحاب هذه التعليقات ماينساوش في الانتخابات المقبلة مافعلته هذه الحكومة من الزيادات المهولة في المحروقات والبوطا..وجميع المصائب الي شفنا معاها….. راه هذه الحكومة ما خصهاش تفلت الكاملة الماجية ديال كاس العالم… والفاهم يفهم….
" Article Title: الزيادات الجديدة في أسعار ""البوطاغاز"" تستنفر مهنيي المقاهي والمطاعم",ياك ارباب المقاهي عاد زادوا فاثمنة كؤوس القهوة والشاي والعصير بأكثر من درهم فما الذي يريدونه هذه المرة؟ هذا عبث وعلى المواطنين مقاطعة هذه المقاهي ولو لاسبوع احتجاجا على جشع ارباب هذه المقاهي و المطاعم.
" Article Title: الزيادات الجديدة في أسعار ""البوطاغاز"" تستنفر مهنيي المقاهي والمطاعم",وتستفز السكان البوادي 5الدراهم زايدة عل الزيادة الحكومة .هل هنا ك من المتابعة .
" Article Title: الزيادات الجديدة في أسعار ""البوطاغاز"" تستنفر مهنيي المقاهي والمطاعم",مصيبة هذه الزيادات. العاطلون والمتقاعدون هم الضحايا.
" Article Title: الزيادات الجديدة في أسعار ""البوطاغاز"" تستنفر مهنيي المقاهي والمطاعم",الزيادة في البوطة خلاتنا نعيقو بالقالب ديال الزواج ، جيث لي مزوجين هما لي غايحسو بالضربة ، تحياتي للمسؤولين عن هذه الزيادة
" Article Title: الزيادات الجديدة في أسعار ""البوطاغاز"" تستنفر مهنيي المقاهي والمطاعم",اكتشاف البترول بتالسينت ،اكتشاف الغاز بجهة الغرب،وووو.انها ياسادة سياسة الالهاء،مكاين والو من هادشي ،كاين غي غلاء المعيشة ،زيادة الفقر
" Article Title: الزيادات الجديدة في أسعار ""البوطاغاز"" تستنفر مهنيي المقاهي والمطاعم",لا أدري ما هو هدف الحكومة الحقيقي، دائما ترفع الدعم عن صندوق المقاصة وتتركنا عرضة الغلاء الشديد بدعوى حرية السوق وقانون العرض والطلب، فلماذا لا ترفع الدعم بصفة نهائية وتتركنا عرضة لمجاعية تأتي على الأخضر واليابس، منذ الصغر ونحن نسمع أن المغرب بلد فلاحي، لكن الواقع هو نفس معيشة المغرب هي الموجودة حاليا في أوروبا، وتيرة الغلاء أصبحت متسارعة منذ 2011، نفس المشروع نفس التوجهات مع اختلاف الحكومات
" Article Title: الزيادات الجديدة في أسعار ""البوطاغاز"" تستنفر مهنيي المقاهي والمطاعم",كولشي غلا .الموظفين زادوهم الاساتدة شبعوهم فلوس و المعاقين و المعطلين و المتشردين هل الدولة تريد إبادة من لا يعتصم ..فقط هبة الدولة على الفقراء اما الموظفين لا هبة لها أمامهم لأنهم يعرفون أسرار الدولة … الفقيهي له الله ..النوت اعدل عدالة بين فلان و علان و بين عزيز و فقير
" Article Title: الزيادات الجديدة في أسعار ""البوطاغاز"" تستنفر مهنيي المقاهي والمطاعم",اسعار المواد الاستهلاكية مرتفعة بدرجات لم يسبق ان شهدتها سابقا ينضاف اليها الارتفاع الذي سيحصل بعد الزيادة الاولى في الغاز وستليها ارتفاعات اخرى خلال السنتين المقبلين برفع الدعم نهائيا عن مواد الطاقة خاصة في جميع مواد التغذية من خبز وخضر وحلويات الفقراء والساندوتشات البسيطة …..الخ فزيادة عشرة دراهم دفعة واحدة خاصة في هذه المادة الحيوية هو ضرب القدرة الشرائية .
" Article Title: الزيادات الجديدة في أسعار ""البوطاغاز"" تستنفر مهنيي المقاهي والمطاعم",الزيادة في سعر البوطا ستنعكس على جميع المواطنين. والمواطن البسيط سيكون اكبر المتضررين…المنتجون واصحاب المخبزات واصحاب المقاهي والمطاعم وكل قطاع يعتمد على البوطا سيضطر اصحابه للزيادة في المنتوج بمبرر الزيادة في سعر البوطا..وستكون الزيادة اضعاف ما تعرفه البوطا..والقاعدة العامة حاليا كل منتوج غلا سعره بسبب الجفاف او الزيادة في المحروقات او غير ذلك يبقى على حاله حتى ولو زالت تلك الاسباب..متاجر الجزارة كمثال غاصة باللحوم لكن السعر بقي على حاله ومرشح للزيادة..انتهى الزمن الجميل وانتهى معه الرخاء …… ولن يعود ابدا….
" Article Title: الزيادات الجديدة في أسعار ""البوطاغاز"" تستنفر مهنيي المقاهي والمطاعم",السلام عليكم . باختصار حسبنا الله ونعم الوكيل في كل من كان سبب في هاذه السياسة الجوفاء والعمياء سنسألهم امام الله عن هاذه التفاعلات هاذه ليست مسؤولية هاذه سياسة غربية
" Article Title: الزيادات الجديدة في أسعار ""البوطاغاز"" تستنفر مهنيي المقاهي والمطاعم",را الضيعات الفلاحية و الشركات لي تكلمتي عليها هي الاولى غتزيد على المواطن فثمن الخضر و الفواكه و الافران غتزيد فثمن المخبوزات. يعني الشعب هو المتضرر الوحيد و ليس الشركات و الضيعات
" Article Title: الزيادات الجديدة في أسعار ""البوطاغاز"" تستنفر مهنيي المقاهي والمطاعم",تكلفة كأس قهوة او براد الشاي مابين 2 درهم و 3 درهم كحد أقصى.ولكم واسع النظر
" Article Title: الزيادات الجديدة في أسعار ""البوطاغاز"" تستنفر مهنيي المقاهي والمطاعم",المغاربة لا يعيشون على الخبز لوحده و تمويل الدعم من جيب مواطن يعيش على حافة الفقر ومستثنى من الدعم يعتبر جريمة في حقه وكان على الحكومة البحث على حلول أخرى دكية وتبتعد عن الحلول الإرتجالية وعن المواد الأساسية للمواطن من مواد إستهلاكية ومحروقات وغيرها ويمكنها خلق ضريبة على الثروة ورفع ضريبة المنازل والأراضي الغير المستغلة والعمل على محاربة التهرب الضريبي في المعاملات العقارية والتجارية وفقط ما يقع من تهرب ضريبي في الموانئ تكفي أمواله لتغطية نفقات هذا الدعم فعشرات الشاحنات والبواخر تغادر الموانئ دون أن تصرح حثى بنصف حمولتها
" Article Title: الزيادات الجديدة في أسعار ""البوطاغاز"" تستنفر مهنيي المقاهي والمطاعم",زيدو فى الضرائب على الشركات والميسورين وخليو البوطا فى ثمنها أم أنها شركاتكم وأنتم الميسورين من تملكونها …
" Article Title: الزيادات الجديدة في أسعار ""البوطاغاز"" تستنفر مهنيي المقاهي والمطاعم",مادام الشعب صامتا صمت اهل القبور عن الزيادات المتتالية فسوف الزيادات دائما مرة فى هذه المادة ومرة فى أخرى حتى يجردو المواطن من كل شئ أما عن الدعم المزعوم فما هو إلا وهم لأن الأغلبية ممنوعون منه وهم من يستحقونه وحتى الدعم وحتى أمو هما فخان لتبرير الزيادات المتتالية … حكومة الإستبداد والتعسف وإغناء العنى وتفقير الفقير … لا أقل ولا أكثر … إنها إعادة التربية يا مغاربة بالحديد والنار … فانتظروا الأسوأ …
" Article Title: الزيادات الجديدة في أسعار ""البوطاغاز"" تستنفر مهنيي المقاهي والمطاعم",في الحقيقة لو كانت الدولة طبقت زيادة 50 سنتيم كل سنة ما كان للمواطن أن يحس بالزيادة إذ لا يعقل أن تباع البوطا بنفس الثمن الذي كانت تباع به في الثمانينات. المشكل المطروح هو أن الظرفية غير مواتية و الكل سيزيد في الثمن لأن الجزار و الخضار و المخبزاتي و الحلاق… هم أيضا سيرفعون ثمن منتوجهم بحجة أنهم هم أيضا غادي يشريو البوطا بزيادة 10 دراهم و عليهم أن يغطو هذه الزيادة بزيادة أسعار سلعهم
" Article Title: الزيادات الجديدة في أسعار ""البوطاغاز"" تستنفر مهنيي المقاهي والمطاعم",نوضوا حيدوا علينا العيد ورجعوا البوطا ل40 درهم كيف ما كانت… راحنا تهلكنا بالغلاء…
" Article Title: الزيادات الجديدة في أسعار ""البوطاغاز"" تستنفر مهنيي المقاهي والمطاعم",ها المؤشر ديال لمعقول بدا يطلع بحال الصاروخ.وا دابا بانت نوايا لحكومة مزياننعطيوكم 500 درهم ونسترجعوها منكم ب 1000 درهم ديطاي .قال لك الدولة الاجتماعية.ممكن دولة اجتماعية لانها غادي تجمع حب وتبن للمغاربة مساكن.
" Article Title: شراكة تجمع مكتب السياحة و""تريب أدفايزر""",عن اي سياحة تتحدثون لقد كنت صباح اليوم امام مقر نارسا بالحي الحسني الألفة لقد هالني العدد الكبير للمواطنين الذين جاءوا لاجتياز امتحان رخصة السياقة و لا وجود لأي مرفق صحي بالقرب من هذه المؤسسة العامة رغم تواجد المئات من الناس يوميا هناك اين مجلس المدينة
